Movie_ID,Title,Director,Writer,Main_Genres,Motion_Picture_Rating,Runtime_Minutes,Rating,Budget_InMillions,Gross_USCanada_InMillions,Gross_worldwide_InMillions,Total_Gross,Opening_Weekend_USCanada,Gross_Opening_Weekend_InMillions
155,Pathaan,Siddharth Anand,"Siddharth Anand,Shridhar Raghavan,Abbas Tyrewala","Action,Adventure,Thriller",Not Rated,146,5.9,,17.487,128.78,146.267,01.29.2023,6.892
156,Big George Foreman,George Tillman Jr.,"George Tillman Jr.,Frank Baldwin,Dan Gordon","Biography,Drama,Sport",PG-13,129,6.6,32,5.427,6.031,11.458,04.30.2023,2.925
157,River Wild,Ben Ketai,"Mike Nguyen Le,Ben Ketai,Denis O'Neill","Action,Adventure,Thriller",PG-13,91,5.4,,,,,,
158,Reality,Tina Satter,"Tina Satter,James Paul Dallas",Drama,TV-MA,83,6.7,,,1.403,1.403,,
159,Luther: The Fallen Sun,Jamie Payne,,"Crime,Drama,Mystery",R,129,6.4,,,,,,
160,All Dirt Roads Taste of Salt,Raven Jackson,Raven Jackson,Drama,PG,92,6,,0.043,0.043,0.086,11.05.2023,0.011
161,About Dry Grasses,Nuri Bilge Ceylan,"Nuri Bilge Ceylan,Ebru Ceylan,Akin Aksu",Drama,,197,8.1,3.5,,2.211,2.211,,
162,Magic Mike's Last Dance,Steven Soderbergh,,"Comedy,Drama",R,112,5.2,40,26.005,57.105,83.11,02.12.2023,8.305
163,Inside,"Vasilis Katsoupis,Vasilis Katsoupis(a film by)","Vasilis Katsoupis,Ben Hopkins","Drama,Thriller",R,105,5.5,,0.897,0.897,1.794,03.19.2023,0.51
164,Mutt,Vuk Lungulov-Klotz,Vuk Lungulov-Klotz,Drama,,87,6.2,,,,,,
165,Nandor Fodor and the Talking Mongoose,Adam Sigal,Adam Sigal,"Comedy,Mystery",PG-13,96,5.3,,,0.006,0.006,,
166,Englemageren,"Julie R. Ølgaard,Esben Tønnesen","Julie R. Ølgaard,Yusuf Othman","Crime,Thriller",,94,5.2,,,0.077,0.077,,
167,OMG 2,Amit Rai,Amit Rai,"Comedy,Drama",,156,7.7,500,,0.615,0.615,,
168,Squealer,Andy Armstrong,"Andy Armstrong,Danielle Burgio","Action,Horror,Thriller",R,100,3.5,,,,,,
169,Afire,Christian Petzold,Christian Petzold,"Comedy,Drama,Romance",,102,7.3,,0.245,2.154,2.399,07.16.2023,0.038
170,Perfect Days,Wim Wenders,"Wim Wenders,Takuma Takasaki",Drama,PG,123,8,,,0.004,0.004,,
171,Farrey,Soumendra Padhi,"Abhishek Yadav,Soumendra Padhi,Jitendra Nath Jeetu","Crime,Drama,Thriller",,130,9.2,,,,,,
172,Puppy Love,"Nick Fabiano,Richard Alan Reid","Greg Glienna,Peter Stass,Kirsten Guenther",Comedy,R,106,6.3,,,0.066,0.066,,
173,Tiger Nageswara Rao,Vamsee,"Vamsee,Srikanth Vissa","Action,Crime,Drama",,172,6.4,,,0.02,0.02,,
174,172 Days,Hadrah Daeng Ratu,"Archie Hekagery,Nadzira Shafa","Biography,Drama",,103,7,,,,,,
175,The Teachers' Lounge,Ilker Çatak,"Ilker Çatak,Johannes Duncker",Drama,PG-13,98,7.6,,,2.016,2.016,,
176,It Lives Inside,Bishal Dutta,"Bishal Dutta,Ashish Mehta","Drama,Horror,Thriller",PG-13,99,5.2,,4.675,6.484,11.159,09.24.2023,2.608
177,Cat Person,Susanna Fogel,"Michelle Ashford,Kristen Roupenian","Drama,Thriller",,118,6.2,,0.056,0.303,0.359,10.08.2023,0.01
178,Khufiya,Vishal Bhardwaj,"Vishal Bhardwaj,Rohan Narula,Amar Bhushan","Action,Biography,Crime",TV-MA,157,6,,,,,,
179,Black Girl Missing,Delmar Washington,Kale Futterman,"Crime,Drama",TV-14,88,5.4,,,,,,
180,The Portable Door,Jeffrey Walker,"Leon Ford,Tom Holt","Adventure,Comedy,Fantasy",,116,6.1,,,0.801,0.801,,
181,You People,Kenya Barris,"Jonah Hill,Kenya Barris","Comedy,Romance",R,117,5.5,,,,,,
182,Haunting of the Queen Mary,Gary Shore,"Tom Vaughan,Gary Shore,Stephen Oliver","Drama,Horror,Mystery",Not Rated,125,4.2,,,1.351,1.351,,
183,The Dive,Maximilian Erlenwein,"Joachim Hedén,Maximilian Erlenwein","Drama,Thriller",,91,5.5,,0.006,1.454,1.46,08.27.2023,0.004
184,Lee,Ellen Kuras,"Marion Hume,Liz Hannah,John Collee","Biography,Drama,History",R,116,7,,,,,,
185,The Taste of Things,Anh Hung Tran,"Marcel Rouff,Anh Hung Tran","Drama,History,Romance",,145,7.5,,,1.489,1.489,,
186,Boston Strangler,Matt Ruskin,Matt Ruskin,"Crime,Drama,History",R,112,6.5,,,,,,
187,The Black Demon,Adrian Grunberg,"Boise Esquerra,Carlos Cisco","Drama,Horror,Sci-Fi",R,100,3.7,,,3.447,3.447,,
188,Dicks: The Musical,Larry Charles,"Aaron Jackson,Josh Sharp","Comedy,Musical",R,86,5.5,12,1.443,1.443,2.886,10.08.2023,0.202
189,The Peasants,"Hugh Welchman,DK Welchman","Wladyslaw Stanislaw Reymont,Hugh Welchman,DK Welchman","Animation,Drama,History",R,114,8.2,,,7.983,7.983,,
190,Resident Evil: Death Island,Eiichirô Hasumi,Makoto Fukami,"Animation,Action,Horror",R,91,5.7,,,0.043,0.043,,
191,The Collective,Tom DeNucci,"Jason James,Matthew Rogers",Action,,86,3.1,,,0.005,0.005,,
192,Sharper,Benjamin Caron,"Brian Gatewood,Alessandro Tanaka","Crime,Drama,Thriller",R,116,6.7,,,,,,
193,Jigarthanda Double X,Karthik Subbaraj,Karthik Subbaraj,"Action,Comedy,Drama",,172,8.4,,,0.275,0.275,,
194,Role Play,Thomas Vincent,Seth W. Owen,"Action,Thriller",R,100,,,,,,,
195,Maybe I Do,Michael Jacobs,Michael Jacobs,"Comedy,Romance",PG-13,95,4.9,7.5,1.294,4.45,5.744,01.29.2023,0.546
196,Welcome al Norte,Gustavo Loza,Gustavo Loza,Comedy,,113,7.1,3.5,,1.011,1.011,,
197,The Mother,Niki Caro,"Misha Green,Andrea Berloff,Peter Craig","Action,Thriller",R,115,5.6,,,,,,
198,Rise of the Footsoldier: Vengeance,Nick Nevern,"Jason Maza,Andrew Loveday",Action,,112,6.3,,,0.473,0.473,,
199,Finestkind,Brian Helgeland,Brian Helgeland,"Crime,Drama,Thriller",R,126,6.3,,,,,,
200,Dark Harvest,David Slade,"Michael Gilio,Norman Partridge","Fantasy,Horror",R,96,5.5,,,,,,
201,Murder Mystery 2,Jeremy Garelick,,"Action,Comedy,Crime",PG-13,90,5.7,,,,,,
202,Sitting in Bars with Cake,Trish Sie,,"Comedy,Drama,Romance",PG-13,2,6.4,,,,,,
203,Outlaw Johnny Black,Michael Jai White,"Byron Minns,Michael Jai White","Action,Comedy,Western",PG-13,130,5.6,,0.32,0.32,0.64,09.17.2023,0.178
204,Boudica: Queen of War,Jesse V. Johnson,Jesse V. Johnson,"Action,Drama",R,101,4.4,,,0.053,0.053,,
205,MaXXXine,Ti West,,Horror,R,101,,,,,,,
206,There's Still Tomorrow,Paola Cortellesi,"Giulia Calenda,Furio Andreotti,Paola Cortellesi","Comedy,Drama",,118,7.9,8.3,,26.156,26.156,,
207,Strays,Josh Greenbaum,Dan Perrault,"Adventure,Comedy",R,93,6.3,,23.989,35.949,59.938,08.20.2023,8.248
208,The Nun II,Michael Chaves,"Akela Cooper,Richard Naing,Ian Goldberg","Horror,Mystery,Thriller",R,110,5.6,38,86.267,268.067,354.334,09.10.2023,32.603
209,The Little Mermaid,Rob Marshall,"David Magee,Hans Christian Andersen,John Musker","Adventure,Family,Fantasy",PG,135,7.2,250,298.172,569.626,867.798,05.28.2023,95.578
210,Bihter,"Caner Alper,Mehmet Binay",Merve Göntem,Drama,,113,3.5,,,,,,
211,Silent Night,John Woo,Robert Archer Lynn,Action,R,104,6.5,,,,,,
212,Renfield,Chris McKay,"Ava Tramer(uncredited),Ava Tramer,Robert Kirkman,Ryan Ridley","Comedy,Fantasy,Horror",R,93,6.4,65,17.153,26.349,43.502,04.16.2023,8.026
213,PAW Patrol: The Mighty Movie,Cal Brunker,"Bob Barlen,Shane Morris,Cal Brunker","Animation,Action,Adventure",PG,88,6,30,65.231,194.131,259.362,10.01.2023,22.764
214,Fast X,"Justin Lin(began filming, was replaced) (uncredited),Louis Leterrier,Justin Lin","Dan Mazeau,Zach Dean,Justin Lin","Action,Adventure,Crime",PG-13,141,5.8,340,145.961,704.71,850.671,05.21.2023,67.017
215,The Kill Room,Nicol Paone,Jonathan Jacobson,"Comedy,Thriller",R,98,5.4,6.5,0.139,0.793,0.932,10.01.2023,0.083
216,The Exorcist: Believer,David Gordon Green,"Peter Sattler,David Gordon Green,Scott Teems",Horror,R,111,4.8,30,65.536,135.022,200.558,10.08.2023,26.498
217,BlackBerry,Matt Johnson,"Jacquie McNish,Matt Johnson,Sean Silcoff","Biography,Comedy,Drama",R,2,7.4,,1.477,1.976,3.453,05.14.2023,0.492
218,David Holmes: The Boy Who Lived,Dan Hartley,,Documentary,,87,7.8,,,,,,
219,The Last Voyage of the Demeter,André Øvredal,"Zak Olkewicz,Bragi F. Schut,Bram Stoker","Fantasy,Horror",R,118,6.1,45,13.637,21.786,35.423,08.13.2023,6.505
220,The Caine Mutiny Court-Martial,William Friedkin,"William Friedkin,Herman Wouk","Drama,War",TV-14,108,6.9,,,,,,
221,Red Rooms,Pascal Plante,Pascal Plante,Thriller,,118,7.3,,,,,,
222,A Good Person,Zach Braff,Zach Braff,Drama,R,128,7,,2.21,2.689,4.899,03.26.2023,0.832
223,Jesus Revolution,"Jon Erwin,Brent McCorkle","Greg Laurie,Ellen Vaughn,Jon Gunn",Drama,PG-13,2,7.1,,52.103,54.236,106.339,02.26.2023,15.882
224,The Girl Who Escaped: The Kara Robinson Story,Simone Stock,Haley Harris,"Crime,Drama,Thriller",TV-14,88,6.2,,,,,,
225,Wonderwell,Vlad Marsavin,,"Drama,Family,Fantasy",PG-13,96,4.7,,,,,,
226,Femme,"Sam H. Freeman,Ng Choon Ping","Sam H. Freeman,Ng Choon Ping",Thriller,,99,7.7,,,,,,
227,Rocky Aur Rani Kii Prem Kahaani,Karan Johar,"Sumit Roy,Shashank Khaitan,Ishita Moitra","Comedy,Drama,Family",Not Rated,168,6.7,,,5.627,5.627,,
228,Justice League: Warworld,Jeff Wamester,"Josie Campbell,Jeremy Adams,Ernie Altbacker","Animation,Action,Adventure",R,89,5.3,,,,,,
229,Da 'Partments,Tip 'T.I.' Harris,"Malcolm Champ Heaggans,Tip 'T.I.' Harris",Comedy,,79,9.2,0.06,,,,,
230,Control,Gene Fallaize,Gene Fallaize,"Action,Thriller",,,,,,,,,
231,Slotherhouse,Matthew Goodhue,"Cady Lanigan,Bradley Fowler","Comedy,Horror,Thriller",PG-13,93,4.8,,,0.123,0.123,,
232,Organ Trail,Michael Patrick Jann,Meg Turner,"Drama,Thriller,Western",R,112,5,,,,,,
233,You Hurt My Feelings,Nicole Holofcener,Nicole Holofcener,"Comedy,Drama",R,93,6.6,,4.831,5.699,10.53,05.28.2023,1.396
234,Origin,Ava DuVernay,"Ava DuVernay,Isabel Wilkerson","Drama,History",PG-13,135,6.1,,,,,,
235,Your Place or Mine,Aline Brosh McKenna,Aline Brosh McKenna,"Comedy,Romance",PG-13,109,5.7,,,,,,
236,Down Low,Rightor Doyle,"Phoebe Fisher,Lukas Gage",Comedy,R,90,5.2,,,,,,
237,White Men Can't Jump,Calmatic,"Doug Hall,Ron Shelton,Kenya Barris","Comedy,Drama,Sport",R,101,5.1,,,,,,
238,The Ritual Killer,George Gallo,"Joe Lemmon,Giorgia Iannone,Francesco Cinquemani","Crime,Mystery,Thriller",,92,4.3,17,,0.32,0.32,,
239,In the Land of Saints and Sinners,Robert Lorenz,"Terry Loane,Mark Michael McNally","Action,Crime,Thriller",R,106,6.2,,,0.031,0.031,,
240,Scrapper,Charlotte Regan,Charlotte Regan,"Comedy,Drama",Not Rated,84,7.1,,0.211,1.216,1.427,08.27.2023,0.014
241,Peter Pan & Wendy,David Lowery,"J.M. Barrie,David Lowery,Toby Halbrooks","Action,Adventure,Comedy",PG,106,4.4,,,,,,
242,The Good Mother,Miles Joris-Peyrafitte,"Miles Joris-Peyrafitte,Madison Harrison","Crime,Drama,Mystery",R,90,4.7,,0.503,0.533,1.036,09.03.2023,0.322
243,Night of the Hunted,Franck Khalfoun,"Rubén Ávila Calvo,Glen Freyer,Franck Khalfoun","Horror,Thriller",,95,5.3,,,0.237,0.237,,
244,Landscape with Invisible Hand,Cory Finley,"M.T. Anderson,Cory Finley","Comedy,Drama,Sci-Fi",R,105,5.9,,0.203,0.203,0.406,08.20.2023,0.097
245,Black Noise,Philippe Martinez,"Sean-Michael Argo,Leigh Scott,Philippe Martinez","Action,Sci-Fi",R,86,2.6,,,,,,
246,In the Fire,Conor Allyn,"Conor Allyn,Pascal Borno,Silvio Muraglia",Thriller,R,87,2.8,,,0.022,0.022,,
247,Elena Knows,Anahí Berneri,Gabriela Larralde,"Drama,Mystery",TV-MA,100,5.5,,,,,,
248,Awareness,Daniel Benmayor,"Daniel Benmayor,Ivan Ledesma","Mystery,Sci-Fi,Thriller",,112,5.3,,,,,,
249,Albert Brooks: Defending My Life,Rob Reiner,,"Documentary,Biography",,88,7.5,,,,,,
250,A Christmas Vintage,Lexi Giovagnoli,"Ferguson Sauvé-Rogan,Elizabeth Snoderly",Romance,,,5.7,,,,,,
251,80 for Brady,Kyle Marvin,"Sarah Haskins,Emily Halpern","Biography,Comedy,Drama",PG-13,98,5.8,28,39.331,40.363,79.694,02.05.2023,12.702
252,Crime Diaries: The Celebrity Stylist,Jacques Toulemonde Vidal,Jacques Toulemonde Vidal,Crime,,90,4.6,,,,,,
253,Doi Boy,Nontawat Numbenchapol,"Prakit Laemluang,Homsap Chanchana,Prasongsom Koonsombat","Drama,Romance,Thriller",TV-MA,98,5.7,,,,,,
254,The Last Kingdom: Seven Kings Must Die,Edward Bazalgette,"Martha Hillier,Bernard Cornwell","Action,Drama,History",TV-MA,111,6.9,,,,,,
255,Dunki,Rajkumar Hirani,"Abhijat Joshi,Kanika Dhillon,Rajkumar Hirani","Comedy,Drama",,160,,,,,,,
256,The Three Musketeers: Milady,Martin Bourboulon,"Matthieu Delaporte,Alexandre de La Patellière,Alexandre Dumas","Action,Adventure,History",,115,7.4,36,,,,,
257,Little Bone Lodge,Matthias Hoene,,"Crime,Horror,Thriller",R,93,6.1,,,0.045,0.045,,
258,Concrete Utopia,Tae-hwa Eom,"Lee Shin-ji,Tae-hwa Eom","Action,Adventure,Drama",,130,6.7,18,,28.859,28.859,,
259,Yaariyan 2,"Radhika Rao,Vinay Sapru","Radhika Rao,Vinay Sapru","Comedy,Drama,Musical",,148,8.1,1000,,0.006,0.006,,
260,Migration,"Benjamin Renner,Guylo Homsy","Mike White,Benjamin Renner","Animation,Action,Adventure",PG,82,,,,,,,
261,How to Have Sex,Molly Manning Walker,Molly Manning Walker,Drama,,91,7.1,,,0.892,0.892,,
262,Fingernails,Christos Nikou,"Stavros Raptis,Sam Steiner,Christos Nikou","Drama,Romance,Sci-Fi",R,113,5.9,,,0.014,0.014,,
263,Infinity Pool,Brandon Cronenberg,Brandon Cronenberg,"Crime,Horror,Mystery",R,117,6,,5.078,5.183,10.261,01.29.2023,2.514
264,Nowhere,Albert Pintó,"Ernest Riera,Miguel Ruz,Indiana Lista","Drama,Thriller",TV-MA,109,6.3,,,,,,
265,No One Will Save You,Brian Duffield,Brian Duffield,"Horror,Sci-Fi,Thriller",PG-13,93,6.3,,,,,,
266,The Color Purple,Blitz Bazawule,"Marsha Norman,Alice Walker,Marcus Gardley","Drama,Musical",PG-13,,,,,,,,
267,Sukhee,Sonal Joshi,"Rupinder Inderjit,Radhika Anand,Paulomi Dutta",Drama,,139,6.9,,,0.015,0.015,,
268,Hypnotic,Robert Rodriguez,"Robert Rodriguez,Max Borenstein","Action,Mystery,Thriller",R,93,5.5,70,4.5,15.743,20.243,05.14.2023,2.402
269,Meg 2: The Trench,Ben Wheatley,"Jon Hoeber,Dean Georgaris,Erich Hoeber","Action,Adventure,Horror",PG-13,116,5.1,129,82.6,395,477.6,08.06.2023,30.003
270,Haunted Mansion,Justin Simien,Katie Dippold,"Comedy,Drama,Family",PG-13,123,6.1,150,67.653,117.45,185.103,07.30.2023,24.082
271,Transformers: Rise of the Beasts,Steven Caple Jr.,"Josh Peters,Darnell Metayer,Joby Harold","Action,Adventure,Sci-Fi",PG-13,127,6.1,200,157.066,438.966,596.032,06.11.2023,61.045
272,Taylor Swift: The Eras Tour,Sam Wrench,,"Documentary,Music",PG-13,169,8.3,,178.244,248.934,427.178,10.15.2023,92.805
273,The Bikeriders,Jeff Nichols,Jeff Nichols,"Crime,Drama",R,116,7.6,,,,,,
274,Jaane Jaan,Sujoy Ghosh,"Raj Vasant,Sujoy Ghosh,Keigo Higashino","Crime,Drama,Mystery",TV-MA,139,7,,,,,,
275,The Old Way,Brett Donowho,Carl W. Lucas,"Action,Drama,Western",R,95,5.5,,,0.06,0.06,,
276,Freud's Last Session,Matt Brown,"Mark St. Germain,Matt Brown",Drama,PG-13,108,8.5,,,,,,
277,Sapta Sagaradaache Ello: Side B,Hemanth M. Rao,"Hemanth M. Rao,Gundu Shetty","Drama,Romance",,148,8.4,,,0.033,0.033,,
278,Back on the Strip,Chris Spencer,"Eric Daniel,Chris Spencer",Comedy,R,117,4.3,,0.669,0.703,1.372,08.20.2023,0.411
279,Blessings of Christmas,David Winning,Alfonso H. Moreno,"Drama,Family",,,7,,,,,,
280,Teen Wolf: The Movie,Russell Mulcahy,"Joseph P. Genier,Will Wallace,Jeff Davis","Action,Drama,Fantasy",TV-MA,140,5.6,,,,,,
281,One True Loves,Andy Fickman,"Taylor Jenkins Reid,Alex Jenkins Reid","Comedy,Drama,Romance",PG-13,100,5.4,,,0.256,0.256,,
282,Coup de chance,Woody Allen,Woody Allen,"Comedy,Drama,Romance",PG-13,93,6.6,,,4.166,4.166,,
283,Hunger,Sitisiri Mongkolsiri,Kongdej Jaturanrasamee,"Drama,Thriller",TV-MA,146,6.6,,,,,,
284,V/H/S/85,"David Bruckner,Scott Derrickson(segment Dreamkill),Natasha Kermani(segment TKNOGD),Natasha Kermani,Scott Derrickson,David Bruckner(segment Total Copy)","C. Robert Cargill,Scott Derrickson,Zoe Cooper","Horror,Thriller",,110,5.6,,,,,,
285,One Life,James Hawes,"Nick Drake,Lucinda Coxon","Biography,Drama,History",,110,7.5,,,,,,
286,How to Ruin the Holidays,Arlen Konopaki,Kevin Gillese,"Comedy,Drama",,,,,,,,,
287,Renaissance: A Film by Beyoncé,"James B. Merryman,Beyoncé,Mark Ritchie",Beyoncé,Music,,150,9.4,,,,,,
288,Jingle Smells,Daniel Lusko,"Logan Sekulow,Bart Scott","Comedy,Family,Fantasy",,,4.9,,,,,,
289,Blood & Gold,Peter Thorwarth,"Stefan Barth,Peter Thorwarth","Action,Drama,War",TV-MA,98,6.5,,,,,,
290,Pulimada,A.K. Sajan,A.K. Sajan,"Comedy,Crime,Drama",,110,5.7,,,0.005,0.005,,
291,Fitting In,Molly McGlynn,Molly McGlynn,"Comedy,Drama",R,105,7.5,,,,,,
292,Birth/Rebirth,Laura Moss,"Laura Moss,Brendan J. O'Brien","Drama,Horror,Thriller",R,98,6.2,,0.139,0.139,0.278,08.20.2023,0.046
293,Shrapnel,William Kaufman,"Chad Law,Johnny Walters","Action,Thriller",R,89,5,3,,,,,
294,Somebody I Used to Know,Dave Franco,"Dave Franco,Alison Brie","Comedy,Romance",R,106,5.7,,,,,,
295,Smoke Sauna Sisterhood,Anna Hints,Anna Hints,Documentary,,89,7.8,0.28,,0.056,0.056,,
296,Dead Shot,"Charles Guard,Thomas Guard","Charles Guard,Thomas Guard,Ronan Bennett","Action,Thriller",,92,5.4,,,0.004,0.004,,
297,Ghost,Srini,"Maasthi Upparahalli,Srini,Prasanna VM","Action,Thriller",,132,7.8,,,0.008,0.008,,
298,The Queenstown Kings,Jahmil X.T. Qubeka,"Clyde Berning,Jahmil X.T. Qubeka","Drama,Sport",TV-MA,137,6.7,,,,,,
299,The Puppetman,Brandon Christensen,"Ryan Christensen,Matt Manjourides,Brandon Christensen",Horror,,96,5.3,1,,,,,
300,The Wandering Earth II,Frant Gwo,"Gong Geer,Frant Gwo,Yang Zhixue","Action,Adventure,Drama",13+,173,6.9,162.14,5.023,8.855,13.878,,
301,El Conde,Pablo Larraín,"Guillermo Calderón,Pablo Larraín","Comedy,Fantasy,History",R,110,6.5,,,,,,
302,Operation Napoleon,Óskar Thór Axelsson,"Marteinn Thorisson,Arnaldur Indriðason",Thriller,,102,6.1,,0.002,0.468,0.47,08.13.2023,0.001
303,The Other Zoey,Sara Zandieh,Matthew Tabak,"Comedy,Drama,Romance",PG-13,91,5.8,,0.168,0.168,0.336,10.22.2023,0.071
304,Love at First Sight,Vanessa Caswill,"Jennifer E. Smith,Katie Lovejoy","Drama,Romance",PG-13,91,6.8,,,,,,
305,My Fault,Domingo González,"Mercedes Ron,Domingo González","Drama,Romance",,117,6.2,,,,,,
306,Wingwomen,Mélanie Laurent,"Mélanie Laurent,Cédric Anger,Christophe Deslandes","Action,Comedy,Crime",TV-MA,116,5.6,,,,,,
307,Beau Is Afraid,Ari Aster,Ari Aster,"Comedy,Drama,Horror",R,179,6.8,35,8.177,11.48,19.657,04.16.2023,0.32
308,Shazam! Fury of the Gods,David F. Sandberg,"Henry Gayden,Chris Morgan,Bill Parker","Action,Adventure,Comedy",PG-13,130,6,125,57.638,133.838,191.476,03.19.2023,30.111
309,Mangalavaaram,Ajay Bhupathi,"Ajay Bhupathi,Kalyan Raghav Pasapula,Tajuddin Syed","Action,Horror,Thriller",,145,7,,,0.038,0.038,,
310,Kaathal - The Core,Jeo Baby,"Paulson Skaria,Adarsh Sukumaran","Crime,Drama",,114,8.3,,,0.042,0.042,,
311,The Beast,Bertrand Bonello,"Bertrand Bonello,Guillaume Bréaud,Benjamin Charbit","Drama,Romance,Sci-Fi",,146,6.5,,,,,,
312,Americana,Tony Tost,Tony Tost,"Action,Comedy,Crime",,110,7.8,,,,,,
313,Fear the Night,Neil LaBute,Neil LaBute,"Action,Horror,Thriller",,92,4.8,,,0.03,0.03,,
314,There's Something Wrong with the Children,Roxanne Benjamin,"T.J. Cimfel,David White","Horror,Mystery",Not Rated,92,5,,,,,,
315,Mavka: The Forest Song,"Oleksandra Ruban,Yevheniy Yermak,Oleh Malamuzh","Yaroslav Voytseshek,Lesya Ukrainka","Animation,Adventure,Comedy",,99,6.6,,,17.821,17.821,,
316,All Fun and Games,"Eren Celeboglu,Ari Costa","Eren Celeboglu,Ari Costa,J.J. Braider","Horror,Thriller",,76,4.4,,,1.198,1.198,,
317,Oracle,Daniel di Grado,"Jaime Primak Sullivan,Corey Harrell,Michael Arlen Ross",Horror,R,85,4.9,,,,,,
318,Assassin,Jesse Atlas,"Aaron Wolfe,Jesse Atlas","Action,Crime,Thriller",R,88,3.2,,,0.066,0.066,,
319,Rotting in the Sun,Sebastián Silva,"Pedro Peirano,Sebastián Silva","Comedy,Mystery,Thriller",Unrated,109,6.9,,,0.015,0.015,,
320,Bhagavanth Kesari,Anil Ravipudi,Anil Ravipudi,"Action,Drama,Thriller",,164,6.6,,,0.088,0.088,,
321,If You Were the Last,Kristian Mercado,Angela Bourassa,"Comedy,Romance,Sci-Fi",TV-MA,92,6.2,,,,,,
322,The Mission,"Amanda McBaine,Jesse Moss","Amanda McBaine,Jesse Moss",Documentary,PG-13,103,7,,0.058,0.07,0.128,10.15.2023,0.03
